DATE,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT
1976-01-01,13.78,,1019.40,999.90,13.52,1.23,4.01,,17.00,8.00,0.00,,0
1976-01-02,14.61,10.61,1015.70,999.90,11.59,0.98,2.98,,21.00,9.00,0.00,,0
1976-01-03,16.67,13.67,1014.50,999.90,6.44,0.51,2.98,,22.00,10.00,0.00,,100000
1976-01-04,19.78,,,999.90,12.55,0.77,2.01,,23.00,16.00,0.00,,100000
1976-01-05,18.50,14.00,1017.90,999.90,14.16,3.50,7.00,,24.00,16.00,0.00,,0
1976-01-06,15.50,9.67,1019.30,999.90,19.96,1.65,4.01,,18.00,14.00,0.00,,0
1976-01-07,17.00,11.50,1017.30,999.90,9.98,0.51,2.01,,18.00,16.00,0.00,,0
1976-01-08,16.50,10.78,1018.40,999.90,11.27,1.18,2.01,,18.00,15.00,0.00,,0
1976-01-09,14.83,12.67,1020.90,999.90,10.62,1.34,4.01,,17.00,14.00,,,10000
1976-01-10,14.17,10.00,1025.80,999.90,17.38,1.65,4.01,,16.00,13.00,,,10000
1976-01-11,14.44,7.00,1025.40,999.90,14.81,1.44,4.01,,18.00,11.00,0.00,,0
1976-01-12,13.39,6.00,1024.00,999.90,14.16,0.98,2.98,,19.00,9.00,0.00,,0
1976-01-13,13.17,7.67,1022.80,999.90,5.31,0.51,2.01,,20.00,8.00,0.00,,100000
1976-01-14,16.28,9.50,1020.90,999.90,17.22,0.57,2.98,,21.00,10.00,0.00,,0
1976-01-15,15.00,9.78,1018.20,999.90,6.12,2.26,6.02,,21.00,8.00,0.00,,100000
1976-01-17,18.83,14.67,1015.80,999.90,9.33,0.98,2.98,,21.00,16.00,0.00,,0
1976-01-20,19.50,14.28,1018.60,999.90,12.07,1.23,2.01,,23.00,13.00,0.00,,0
1976-01-21,19.28,16.28,1019.90,999.90,6.92,,,,22.00,17.00,,,10000
1976-01-23,13.83,9.17,1027.10,999.90,13.36,4.17,7.97,,17.00,13.00,0.00,,0
1976-01-24,15.00,7.50,,999.90,22.53,1.75,2.01,,19.00,12.00,0.00,,0
1976-01-25,19.50,14.50,1018.20,999.90,17.54,2.98,4.99,,22.00,17.00,0.00,,0
1976-01-26,18.78,16.00,1018.60,999.90,9.50,1.23,2.01,,20.00,17.00,0.00,,0
1976-01-27,18.00,15.78,1018.20,999.90,7.56,2.21,4.01,,20.00,17.00,,,10000
1976-01-28,17.72,16.17,1020.20,999.90,10.30,1.85,4.01,,19.00,17.00,,,10000
1976-01-29,18.22,15.00,1023.40,999.90,7.56,2.21,7.00,,21.00,15.00,0.00,,0
1976-01-30,13.00,6.00,1026.30,999.90,19.96,3.34,6.02,,19.00,12.00,0.00,,0
1976-01-31,12.50,7.17,1022.70,999.90,18.35,1.65,2.98,,14.00,12.00,0.00,,0
1976-02-01,13.17,8.17,1020.10,999.90,19.96,0.98,2.98,,15.00,11.00,0.00,,0
1976-02-02,16.50,11.50,1014.40,999.90,14.97,1.23,2.01,,17.00,16.00,0.00,,0
1976-02-03,18.17,14.67,1012.60,999.90,12.39,2.83,6.02,,21.00,15.00,,,10000
1976-02-04,19.67,14.83,1015.40,999.90,14.64,1.18,2.01,,24.00,16.00,0.00,,0
1976-02-05,18.50,13.22,1017.90,999.90,7.72,2.01,2.98,,21.00,16.00,0.00,,0
1976-02-06,17.00,14.33,1019.00,999.90,7.72,1.18,2.01,,19.00,14.00,0.00,,0
1976-02-07,17.50,16.50,1019.00,999.90,5.95,2.31,4.99,,18.00,16.00,,,10000
1976-02-08,16.72,15.28,1019.60,999.90,4.83,1.59,2.98,,18.00,16.00,,,10000
1976-02-09,17.72,15.28,1018.90,999.90,12.55,0.31,0.98,,20.00,16.00,,,10000
1976-02-10,19.22,16.22,1016.00,999.90,13.68,1.59,4.01,,22.00,17.00,0.00,,0
1976-02-11,19.17,17.83,1016.40,999.90,10.62,6.02,23.97,,21.00,17.00,,,10000
1976-02-12,21.00,19.00,1015.20,999.90,12.39,3.19,4.01,,24.00,19.00,0.00,,0
1976-02-13,22.50,19.67,1012.70,999.90,15.61,4.48,7.00,,25.00,20.00,0.00,,0
1976-02-14,23.00,20.00,1012.20,999.90,26.72,4.32,7.97,,26.00,20.00,0.00,,0
1976-02-15,22.83,19.67,1012.00,999.90,17.38,3.34,4.99,,25.00,21.00,0.00,,0
1976-02-16,23.50,20.67,1011.70,999.90,11.27,4.17,7.00,,26.00,21.00,,,10000
1976-02-17,23.33,20.33,1009.20,999.90,14.97,3.34,6.02,,26.00,21.00,0.00,,0
1976-02-18,22.83,19.50,1013.30,999.90,21.73,3.34,6.02,,27.00,20.00,0.00,,0
1976-02-19,17.83,16.17,1016.40,999.90,5.63,2.68,4.01,,28.00,17.00,,,10000
1976-02-20,15.17,13.44,1016.70,999.90,4.02,1.85,2.98,,19.00,15.00,,,10000
1976-02-21,16.83,16.17,1014.10,999.90,4.02,1.85,2.98,,18.00,15.00,,,10000
1976-02-22,15.83,13.00,1015.80,999.90,8.05,3.65,4.99,,18.00,14.00,,,10000
1976-02-23,15.61,12.61,1015.40,999.90,9.98,2.62,2.98,,17.00,14.00,,,10000
1976-02-24,15.00,13.00,1014.80,999.90,9.66,3.34,4.99,,16.00,14.00,,,10000
1976-02-25,14.83,10.28,1015.10,999.90,12.55,2.26,4.01,,17.00,13.00,,,10000
1976-02-26,14.72,14.00,1008.90,999.90,4.83,1.59,2.98,,16.00,12.00,,,10000
1976-02-27,18.33,16.50,1005.30,999.90,9.01,0.67,2.01,,21.00,15.00,,,10000
1976-02-28,22.67,17.50,1005.90,999.90,6.92,2.68,6.02,,28.00,19.00,0.00,,0
1976-02-29,18.00,10.33,1014.50,999.90,18.35,2.52,4.01,,24.00,17.00,0.00,,0
1976-03-01,14.44,5.83,1021.70,999.90,14.32,3.45,4.99,,18.00,13.00,0.00,,0
1976-03-02,15.28,5.00,1023.70,999.90,19.96,2.98,4.99,,16.00,14.00,0.00,,0
1976-03-03,12.44,6.72,1024.20,999.90,12.87,2.57,4.01,,15.00,11.00,,,10010
1976-03-04,14.33,9.67,1019.20,999.90,16.74,1.34,2.01,,17.00,12.00,0.00,,0
1976-03-05,15.33,12.67,1018.40,999.90,8.69,1.85,2.98,,17.00,13.00,,,10000
1976-03-06,17.33,14.00,1017.20,999.90,9.66,1.65,2.01,,20.00,14.00,,,10000
1976-03-07,19.28,16.28,1013.80,999.90,14.00,0.98,2.98,,22.00,16.00,0.00,,0
1976-03-09,21.28,18.17,1009.50,999.90,6.60,1.49,2.01,,23.00,19.00,,,10000
1976-03-10,21.78,20.39,1007.00,999.90,7.56,2.78,4.01,,25.00,20.00,0.00,,0
1976-03-11,24.17,20.83,1007.60,999.90,12.55,2.57,6.02,,28.00,21.00,0.00,,0
1976-03-12,22.67,20.50,1011.40,999.90,7.56,2.31,4.01,,25.00,21.00,,,10000
1976-03-13,20.83,19.17,1012.40,999.90,9.98,2.57,2.98,,23.00,20.00,,,10000
1976-03-14,21.67,20.67,1012.10,999.90,4.02,1.85,4.01,,23.00,20.00,,,10000
1976-03-15,23.67,21.50,1010.10,999.90,8.69,2.52,4.01,,26.00,21.00,0.00,,0
1976-03-16,24.50,21.50,1006.90,999.90,15.61,2.52,4.01,,27.00,22.00,0.00,,0
1976-03-17,24.50,21.83,1005.80,999.90,11.27,4.01,11.99,,27.00,23.00,0.00,,0
1976-03-18,24.78,22.00,1007.70,999.90,20.76,2.62,4.99,,27.00,23.00,0.00,,0
1976-03-19,17.83,12.33,1017.70,999.90,9.98,4.68,4.99,,24.00,15.00,,,10000
