DATE,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT
1985-01-01,12.50,11.78,1019.10,999.90,9.98,0.82,0.98,,13.11,11.89,,,10000
1985-01-02,13.67,13.00,1020.20,999.90,24.94,1.75,2.01,,14.50,12.61,,,10000
1985-01-03,14.72,14.06,1019.20,999.90,9.33,1.65,4.01,,16.00,13.22,,,10000
1985-01-04,12.72,10.17,1021.70,999.90,17.54,3.50,4.99,,13.28,12.11,0.00,,0
1985-01-05,11.83,9.72,1021.00,999.90,15.77,2.57,4.01,,12.61,10.78,0.00,,10000
1985-01-06,12.11,11.56,1017.90,999.90,9.98,0.98,0.98,,12.78,10.78,0.00,,10000
1985-01-07,12.67,11.50,1019.60,999.90,9.98,2.78,4.99,,13.89,10.78,,,10000
1985-01-08,12.06,,,999.90,15.29,2.37,4.99,,14.00,10.39,0.00,,10000
1985-01-09,10.56,7.78,1022.00,999.90,12.55,3.50,4.99,,11.22,9.78,,,10000
1985-01-10,12.61,6.22,,999.90,17.54,1.18,4.01,,13.89,11.78,0.00,,0
1985-01-11,11.39,10.44,1016.60,999.90,10.14,1.59,2.01,,12.11,10.28,0.00,,10000
1985-01-12,12.56,10.06,1020.60,999.90,11.75,1.44,2.01,,14.00,11.39,0.00,,10000
1985-01-13,14.33,9.11,1024.20,999.90,18.02,1.59,4.99,,15.22,13.50,0.00,,0
1985-01-14,13.22,7.89,1022.60,999.90,14.32,1.59,2.98,,14.89,12.11,0.00,,0
1985-01-15,11.89,9.28,1020.60,999.90,18.51,2.01,4.01,,12.61,11.00,0.00,,10000
1985-01-16,13.28,,,999.90,7.40,0.00,,,15.00,10.89,,,10000
1985-01-17,13.72,12.72,1018.50,999.90,9.98,0.98,2.01,,14.78,12.50,0.00,,10000
1985-01-18,18.50,11.11,1020.30,999.90,15.29,1.39,2.98,,26.89,14.22,0.00,,0
1985-01-19,17.00,14.17,1020.00,999.90,6.92,0.98,2.01,,18.22,15.61,0.00,,0
1985-01-20,17.61,14.56,1019.50,999.90,11.43,1.59,4.01,,20.00,15.89,0.00,,0
1985-01-21,19.22,16.06,1016.60,999.90,21.40,1.29,2.98,,23.22,16.11,0.00,,0
1985-01-22,18.28,16.61,1015.90,999.90,14.97,0.87,2.01,,20.72,16.22,0.00,,10000
1985-01-23,19.44,17.67,1016.60,999.90,10.78,1.18,2.01,,20.72,18.39,0.00,,10000
1985-01-24,17.78,15.78,1016.80,999.90,7.72,2.26,7.00,,20.22,14.28,,,10100
1985-01-25,12.89,10.83,1020.40,999.90,10.14,4.01,7.00,,14.00,11.72,,,10000
1985-01-26,14.78,11.50,1019.80,999.90,16.25,1.29,2.01,,16.00,13.00,0.00,,0
1985-01-27,15.28,14.56,1021.00,999.90,10.78,0.62,2.01,,16.50,15.00,,,10000
1985-01-28,16.78,,,999.90,12.87,1.08,2.98,,19.11,15.11,0.00,,0
1985-01-29,12.94,9.83,1024.30,999.90,13.36,1.65,7.00,,13.78,12.28,0.00,,10000
1985-01-30,13.44,7.78,1023.50,999.90,19.96,1.44,4.01,,14.61,12.28,0.00,,0
1985-01-31,13.94,10.11,1018.70,999.90,18.02,1.18,2.11,,15.39,12.72,0.00,,10000
1985-02-01,14.11,12.22,1019.00,999.90,13.68,1.13,2.11,,15.22,13.50,0.00,,10000
1985-02-02,15.56,12.00,1019.20,999.90,19.96,1.23,2.01,,16.50,14.28,0.00,,0
1985-02-03,17.33,14.67,1011.50,999.90,14.97,1.59,2.98,,18.89,14.72,0.00,,0
1985-02-04,18.22,17.39,1006.70,999.90,7.56,1.39,4.01,,18.61,17.89,0.00,,10000
1985-02-05,18.33,,1003.90,999.90,4.35,1.29,4.99,,22.50,12.00,0.00,,110000
1985-02-06,21.50,20.33,1006.40,999.90,5.63,1.03,2.11,,27.00,18.00,0.00,,100000
1985-02-07,22.94,20.94,1003.70,999.90,18.02,2.11,4.01,,26.72,21.50,0.00,,0
