DATE,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT
1958-12-18,20.28,17.78,1013.90,999.90,8.69,3.60,6.17,,26.11,15.00,0.00,,100000
