DATE,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT
2018-01-01,17.61,14.17,1017.70,13.90,17.54,,,,19.00,15.72,0.00,,0
2018-01-02,17.33,16.22,1016.30,12.50,11.43,,,,17.89,17.00,0.08,,10000
2018-01-03,19.39,17.61,1015.70,11.80,13.52,,,,22.00,17.00,0.05,,0
2018-01-04,19.56,18.67,1013.80,10.00,11.43,,,,20.00,18.61,0.10,,10000
2018-01-05,20.00,19.33,1012.40,8.60,8.53,,,,20.39,19.28,0.05,,10000
2018-01-06,19.83,18.89,1011.00,7.20,8.53,1.75,2.98,,20.22,19.00,0.08,,10000
2018-01-07,20.11,19.56,1009.90,6.10,9.98,,,,20.61,19.11,0.23,,10000
2018-01-08,15.11,11.06,1017.50,13.70,15.93,,,,21.22,11.00,0.28,,10000
2018-01-09,12.44,4.72,1024.80,20.90,18.99,,,,14.00,10.11,0.03,,10000
2018-01-10,13.78,6.50,1026.50,22.60,27.52,,,,15.11,11.89,0.00,,0
2018-01-11,14.50,7.50,1026.40,22.50,27.52,,,,17.61,11.89,0.00,,0
2018-01-12,14.56,6.33,1025.40,21.50,34.92,,,,17.61,12.22,0.00,,0
2018-01-14,15.50,10.78,1020.10,16.30,19.96,,,,17.00,13.61,0.00,,0
2018-01-15,15.83,13.67,1015.60,11.80,9.98,,,,16.61,14.28,0.00,,10000
2018-01-16,17.56,16.33,1014.50,10.70,13.52,,,,18.39,16.00,0.08,,10000
2018-01-17,19.33,16.61,1013.80,10.00,9.98,,,,21.11,17.28,0.00,,0
2018-01-18,19.17,17.00,1014.50,10.70,14.97,,,,20.61,18.00,0.05,,0
2018-01-19,21.22,16.17,1015.50,11.80,12.07,,,,25.78,17.89,0.00,,0
2018-01-20,20.22,17.83,1013.70,9.90,8.53,,,,22.61,17.61,0.00,,10000
2018-01-21,20.72,18.44,1013.10,9.40,10.94,,,,21.78,19.11,0.00,,0
2018-01-22,21.22,18.50,1012.60,8.80,13.52,2.73,4.99,,23.28,19.28,0.03,,0
2018-01-23,20.78,18.39,1011.70,8.00,14.00,,,,24.72,18.50,0.28,,10000
2018-01-24,21.94,18.94,1009.80,6.10,15.93,2.26,2.98,,24.61,19.11,0.03,,0
