DATE,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT
2016-01-01,17.22,13.94,1024.40,20.60,19.96,,,,18.39,15.39,0.00,,0
2016-01-02,19.00,15.89,1020.40,16.50,12.07,,,,21.39,16.22,0.00,,0
2016-01-03,20.61,17.22,1016.90,13.20,15.93,1.23,2.01,,22.72,18.00,0.00,,0
2016-01-04,21.33,18.11,1015.60,11.90,14.97,,,,23.72,19.39,0.00,,0
2016-01-05,20.83,18.94,1014.30,10.60,8.53,,,,22.28,19.39,0.00,,0
2016-01-06,21.94,18.78,1016.30,12.60,12.07,,,,24.61,19.72,0.00,,0
2016-01-07,21.22,18.00,1017.60,13.80,15.93,2.26,4.01,,22.78,19.89,0.00,,0
2016-01-08,20.72,17.83,1016.20,12.40,18.99,2.26,4.01,,21.78,19.50,0.00,,0
2016-01-09,21.11,19.17,1013.50,9.80,9.98,2.52,4.01,,22.22,19.22,0.00,,0
2016-01-10,23.39,21.22,1011.10,7.40,16.58,,,,25.72,20.89,1.70,,10000
2016-01-11,19.83,15.22,1015.50,11.80,18.99,2.26,4.01,,22.50,17.22,0.00,,0
2016-01-12,16.89,13.22,1017.80,14.00,17.54,1.23,2.01,,18.00,15.28,0.00,,0
2016-01-13,16.06,13.67,1017.40,13.60,14.97,1.75,2.98,,17.78,14.72,0.20,,10000
2016-01-14,15.28,14.28,1015.20,11.40,8.53,,,,15.61,14.72,0.79,,10000
2016-01-15,15.72,12.44,1012.80,9.00,19.96,1.75,2.98,,17.00,14.61,0.23,,0
2016-01-16,15.78,14.83,1010.20,6.40,4.02,0.98,0.98,,16.61,13.78,0.15,,10000
2016-01-17,18.72,14.61,1012.60,8.90,15.93,,,,22.11,15.72,0.03,,100000
2016-01-18,17.94,11.61,1014.90,11.10,17.54,1.23,2.01,,19.78,15.11,0.00,,10000
2016-01-19,15.94,13.06,1017.00,13.10,15.93,,,,16.61,15.00,0.00,,10000
2016-01-20,17.00,15.22,1015.80,12.00,6.92,,,,18.11,15.50,0.00,,10000
2016-01-21,17.67,16.61,1014.70,10.90,6.12,,,,20.00,15.78,0.08,,110000
2016-01-22,15.00,11.83,1018.20,14.30,18.99,2.73,4.99,,16.78,13.50,0.08,,0
2016-01-23,9.78,1.94,1029.50,25.50,24.94,,,,12.00,7.78,0.05,,10000
2016-01-25,8.89,4.28,1031.40,27.40,22.53,,,,11.39,7.22,0.08,,10000
2016-01-26,7.06,6.11,1026.60,22.50,13.04,,,,7.72,6.78,2.11,,10000
2016-01-27,10.28,8.72,1020.80,16.80,13.04,,,,11.39,7.00,0.71,,10000
2016-01-28,13.78,12.17,1015.70,11.80,11.43,,,,15.00,10.61,0.69,,10000
2016-01-29,16.44,14.83,1016.50,12.70,15.93,,,,17.72,13.89,0.03,,10000
2016-01-30,15.11,13.11,1017.10,13.20,12.07,1.49,2.01,,16.50,13.78,0.00,,10000
2016-01-31,15.28,13.94,1016.60,12.80,6.92,2.52,4.99,,15.89,13.72,0.71,,10000
2016-02-01,13.67,7.06,1022.30,18.50,34.92,3.76,4.99,,15.28,12.11,0.00,,0
2016-02-02,13.22,5.17,1022.70,18.80,27.52,,,,14.78,11.39,0.00,,0
2016-02-03,13.17,6.61,1020.50,16.70,19.96,,,,14.39,11.00,0.00,,0
2016-02-04,12.78,8.50,1022.40,18.50,18.99,1.49,2.01,,13.22,12.00,0.00,,0
2016-02-05,14.39,9.50,1023.00,19.10,19.96,,,,15.78,12.50,0.00,,0
2016-02-06,15.56,5.00,1027.00,23.10,19.96,,,,19.22,11.78,0.00,,0
2016-02-07,14.72,7.11,1026.10,22.20,19.96,,,,20.00,9.39,0.00,,0
2016-02-08,14.61,5.56,1021.90,18.00,19.96,,,,20.78,8.39,0.00,,0
2016-02-09,15.22,8.94,1017.70,13.90,31.06,,,,19.78,8.11,0.00,,0
2016-02-10,17.33,14.06,1013.30,9.50,15.93,,,,19.00,13.28,0.00,,0
2016-02-11,20.67,17.00,1009.90,6.20,15.93,2.26,2.98,,23.39,18.22,0.00,,0
2016-02-12,21.78,18.28,1007.60,3.80,12.07,,,,24.72,19.00,0.00,,0
2016-02-13,22.72,17.00,1007.20,3.40,15.93,,,,28.39,16.00,0.00,,0
2016-02-14,21.28,14.72,1013.20,9.50,19.96,2.98,4.99,,28.28,16.78,0.00,,0
2016-02-16,14.44,6.22,1024.40,20.50,19.96,,,,15.50,12.22,0.00,,0
2016-02-17,15.28,6.94,1022.30,18.40,19.96,0.98,0.98,,16.39,13.78,0.00,,0
2016-02-19,16.28,13.50,1020.00,16.20,14.97,,,,17.28,14.22,0.00,,0
2016-02-20,17.94,9.61,1023.10,19.20,19.96,,,,20.22,16.28,0.00,,0
2016-02-21,17.67,11.33,1017.00,13.20,18.99,,,,19.89,15.28,0.00,,0
2016-02-22,17.61,15.28,1018.30,14.50,8.05,1.49,2.01,,19.39,15.00,0.00,,10000
2016-02-23,15.94,10.89,1022.70,18.80,19.96,2.01,2.98,,16.39,15.61,0.00,,0
2016-02-24,13.22,9.78,1028.40,24.50,15.45,,,,14.61,11.78,0.89,,10000
2016-02-25,13.39,8.28,1029.40,25.50,18.99,,,,14.39,11.39,0.25,,0
2016-02-26,13.22,10.39,1028.60,24.70,27.52,,,,14.22,12.61,0.03,,0
2016-02-27,14.28,11.00,1024.20,20.20,13.52,,,,16.72,10.11,0.00,,0
2016-02-28,17.33,12.33,1023.30,19.40,14.97,,,,20.78,13.50,0.05,,0
2016-02-29,18.83,9.56,1023.30,19.50,27.52,,,,25.39,12.00,0.00,,0
2016-03-01,18.67,9.72,1021.00,17.20,19.96,,,,24.39,11.89,0.00,,0
2016-03-02,19.56,15.11,1020.20,16.40,12.07,,,,22.22,15.00,0.00,,0
2016-03-03,20.00,17.28,1017.50,13.80,14.97,1.75,2.01,,21.50,18.50,0.00,,0
2016-03-04,20.17,17.89,1014.60,10.80,12.07,,,,21.78,18.39,0.10,,10000
2016-03-05,19.50,19.00,1014.90,11.10,6.92,,,,20.22,18.72,0.13,,10000
2016-03-06,20.94,19.17,1013.70,9.90,10.94,,,,22.78,19.50,0.10,,10000
2016-03-07,20.28,19.78,1010.10,6.30,4.02,1.23,2.01,,20.72,19.22,0.08,,10000
